ID,OrgID,Organization,Name,IsNetwork,Telephone,Address,Latitude,Longitude
177,123,Regina Maria,Campus Medical Somesan,1,0219268,"Aleea Marasti Nr. 1, Baia Mare",47.64385581437226,23.582370168613128
178,123,Regina Maria,Policlinica Centrul Civic Brasov,1,0729009370,"Str. Mihail Kogalniceanu Nr. 16, Brașov",45.65169937108121,25.608207068535123
179,123,Regina Maria,Policlinica Traian Brașov,1,0732000006,"Str. Traian Nr. 32A, Brașov",45.647137270817375,25.622861497370277
180,123,Regina Maria,Policlina Băneasa,1,0219268,"Str. Ion Ionescu de la Brad, nr. 5B, sector 1, Bucuresti",44.497041865609845,26.074225539655846
181,123,Regina Maria,Policlinica Cotroceni,1,0219268,"Sos. Cotroceni nr. 20, sector 6, Bucuresti",44.437425910524794,26.067736697324342
182,123,Regina Maria,Policlina Doamna Ghica,1,0219268,"Strada Doamna Ghica Nr. 135, Bucuresti",44.46028762863681,26.135605681983403
183,123,Regina Maria,Policlinica Enescu,1,0219268,"Str. George Enescu Nr. 12, Bucuresti",44.44272993164854,26.096755697324596
184,123,Regina Maria,Policlina Floreasca,1,0219268,"Str. Axinte Uricariul, sector 1, București",44.4544528127572,26.099304526160516
185,123,Regina Maria,Policlinica Perla,1,0219268,"Calea Dorobantilor Nr. 126 - 130, Bucuresti",44.45596197107909,26.09744662616054
186,123,Regina Maria,Policlina Primăverii,1,0219268,"Piata Charles de Gaulle nr 4-6, București",44.46610797107887,26.08754826848991
187,123,Regina Maria,Policlinica Sun Plaza,1,0219268,"Calea Vacaresti, nr. 391, sector 4, București",44.39537180501453,26.122986097322887
188,123,Regina Maria,Policlinica Titu Maiorescu,1,0219268,"Calea Vacaresti nr. 189, sector 4, București",44.413708707416646,26.11500893965259
189,123,Regina Maria,Policlinia Victoria,1,0219268,"Str. Buzesti nr. 75-77, etaj 3, Sector 1, București",44.45046335288888,26.08358134232907
190,123,Regina Maria,Policlinica E. Grigorescu,1,0219268,"Str. Iancu de Hunedoara nr.32, Cluj-Napoca",46.768554319814086,23.562173539742975
191,123,Regina Maria,Policlinica Muzeului,1,0372548701,"Strada Sextil Puscariu, Nr. 2, Cluj-Napoca",46.771080071129,23.588126410907588
192,123,Regina Maria,Policlinica Observatorului,1,0219268,"Str. Observatorului Nr. 1-3, Cluj-Napoca",46.755589821581786,23.595651810906897
193,123,Regina Maria,Policlinica Pasteur,1,0219268,"Str. Louis Pasteur nr. 24/72, Cluj-Napoca",46.759752421243014,23.584238068578053
194,123,Regina Maria,Policlinica Pozimed,1,0341998,"Str. Mircea cel Batran Nr. 102, Constanța",44.182182758971415,28.651011426150273
195,123,Regina Maria,Polyclinica Tomis,1,0733445008,"Bd. Mamaia nr. 16A - 16B, Constanța",44.18265827720641,28.643267539644004
196,123,Regina Maria,Campus Medical Iași,1,0736363953,"Strada Grigore Ureche nr.3, bloc W, Iași",47.15904386639566,27.590737526264785
197,123,Regina Maria,Policlinica Sibiu,1,0219268,"Str. Emil Cioran nr. 6, et. 2 si 3, Sibiu",45.78951540873203,24.146359997375757
198,123,Regina Maria,Campus Medical Târgu Mureș,1,0722622244,"Str. Gheorghe Marinescu Nr. 49, Targu Mures",46.5571304386819,24.578418455076577
199,123,Regina Maria,Centru de Medicina Muncii ISHO,1,0219268,"B-dul Take Ionescu nr. 50-52, Cladirea C (faza III), parter, Cam C01, Timișoara",45.761113801109005,21.24379316853925
200,123,Regina Maria,Policlinica din Iulius Town,1,0372249182,"Str. Aristide Demetriade Nr 1, in incinta Iulius Mall, etaj 1, Timisoara",45.76436284447162,21.23839574201055
201,123,Regina Maria,Policlinica Bacău,1,0752500300,"Pictor Theodor Aman, nr. 40, Bacău",46.55621282632703,26.912634668570114
202,123,Regina Maria,Centrul de Fertilitate și FIV Columna,1,0219612,"Str. Tepes Voda nr. 53 (colt cu str. Gheorghe Costa-Foru), București",44.43547844946061,26.12665559732444
203,123,Regina Maria,Policliniaca Aviației,1,0219268,"Floreasca Park , Soseaua Pipera Nr. 43 sect.1, Bucuresti",44.48177197107857,26.10412385499695
204,123,Regina Maria,Policlinica Lujerului,1,0729073200,"Bld. Iuliu Maniu nr. 51, sector 6, Bucuresti",44.433496271079484,26.034003668488847
205,123,Regina Maria,Policlinica Pipera,1,0731039849,"Str. Dimitrie Pompeiu, nr. 9-9A, cladirea 1, parter, sector 2, Bucuresti",44.482552071078594,26.118531897326164
206,123,Regina Maria,Policlina The Light,1,0733337425,"Bulevardul Iuliu Maniu Nr. 6H, București",44.43492491019688,26.05098956848886
207,123,Regina Maria,Regina Maria Cluj Oana Nicolau,1,0733303333,"Strada Teodor Mihali, Nr. 42-44, Cluj-Napoca",46.77611582347657,23.620440497414158
208,123,Regina Maria,Policlinica Universității,1,0219268,"Str. Alexandru Ioan Cuza, Nr. 16C, Craiova",44.31819207108216,23.800966268484522
209,123,Regina Maria,Pitești Bratianu,1,0219268,"Bulevardul I. C. Bratianu Nr. 48-52, Pitesti",44.86046197107403,24.87083899734034
210,123,Regina Maria,Policlinica Ploiești,1,0244510051,"Bulevardul Republicii Nr.6. bloc 33, parter, Ploiesti",44.9437303771948,26.01801699734341
211,123,Regina Maria,Crisan Slatina,1,0729905774,"Str. Crisan, intersectie cu Str. Aleea Infratirii, Slatina",44.43249381937469,24.370236878636685
212,123,Regina Maria,Policlinica Slatina,1,072317938,"Str. A.I. Cuza, Bl. FA21, parter, Slatina",44.42721194398947,24.36931253348884
213,123,Regina Maria,Policlina Dr. Grigoras,1,0356912,"Str. Calea Sagului Nr. 20, Timișoara",45.732868359860475,21.208356797373675
214,123,Regina Maria,Regina Maria Timișoara Oana Nicolau,1,0733303333,"Strada Take Ionescu Nr.50-52 corp C, Cladirea de birouri ISHO, Timișoara",45.76113625606989,21.24379316853925
215,123,Regina Maria,Spitalul Ponderas Academic,1,0219268,"Str. Nicolae Caramfil 85A, sector 1, Bucuresti",44.4833192363431,26.091670342329074
216,123,Regina Maria,Spitalul Euroclinic,1,0219268,"Calea Floreasca nr. 14a, sector 1, Bucuresti",44.45450457107911,26.101107126160557
217,123,Regina Maria,Spitalul Puls,1,0751199709,"Strada Gheorghe Marinescu Nr. 4, Târgu Mureș",46.550537727869774,24.573670268569753
218,123,Regina Maria,Spitalul Cluj,1,0219268,"Str. Dorobantilor Nr. 29, Cluj",46.77217921931976,23.60246753974306
219,123,Regina Maria,Spitalul Premiere,1,0356900,"Calea Aradului Nr. 113, Timisoara",45.77945243614209,21.219655797375363
